GameID,Date,home_team,away_team,home_score,away_score,winner,venue
OAK201903290,"March 29, 2019",Oakland Athletics,Los Angeles Angels,2,6,Los Angeles Angels,Oakland-Alameda County Coliseum
KCA201903300,"March 30, 2019",Kansas City Royals,Chicago White Sox,8,6,Kansas City Royals,Kauffman Stadium
LAN201903300,"March 30, 2019",Los Angeles Dodgers,Arizona Diamondbacks,18,5,Los Angeles Dodgers,Dodger Stadium
OAK201903300,"March 30, 2019",Oakland Athletics,Los Angeles Angels,4,2,Oakland Athletics,Oakland-Alameda County Coliseum
MIA201903290,"March 29, 2019",Miami Marlins,Colorado Rockies,1,6,Colorado Rockies,Marlins Park
PHI201903300,"March 30, 2019",Philadelphia Phillies,Atlanta Braves,8,6,Philadelphia Phillies,Citizens Bank Park
SDN201903300,"March 30, 2019",San Diego Padres,San Francisco Giants,2,3,San Francisco Giants,Petco Park
SEA201903300,"March 30, 2019",Seattle Mariners,Boston Red Sox,6,5,Seattle Mariners,T-Mobile Park
MIL201903300,"March 30, 2019",Milwaukee Brewers,St. Louis Cardinals,4,2,Milwaukee Brewers,Miller Park
TOR201903300,"March 30, 2019",Toronto Blue Jays,Detroit Tigers,3,0,Toronto Blue Jays,Rogers Centre
KCA201903310,"March 31, 2019",Kansas City Royals,Chicago White Sox,3,6,Chicago White Sox,Kauffman Stadium
MIN201903300,"March 30, 2019",Minnesota Twins,Cleveland Indians,1,2,Cleveland Indians,Target Field
TEX201903300,"March 30, 2019",Texas Rangers,Chicago Cubs,8,6,Texas Rangers,Globe Life Park in Arlington
WAS201903300,"March 30, 2019",Washington Nationals,New York Mets,8,11,New York Mets,Nationals Park
TBA201903300,"March 30, 2019",Tampa Bay Rays,Houston Astros,3,1,Tampa Bay Rays,Tropicana Field
CIN201903310,"March 31, 2019",Cincinnati Reds,Pittsburgh Pirates,0,5,Pittsburgh Pirates,Great American Ball Park
NYA201903300,"March 30, 2019",New York Yankees,Baltimore Orioles,3,5,Baltimore Orioles,Yankee Stadium III
MIA201903310,"March 31, 2019",Miami Marlins,Colorado Rockies,3,0,Miami Marlins,Marlins Park
MIL201903310,"March 31, 2019",Milwaukee Brewers,St. Louis Cardinals,5,4,Milwaukee Brewers,Miller Park
MIN201903310,"March 31, 2019",Minnesota Twins,Cleveland Indians,9,3,Minnesota Twins,Target Field
LAN201903310,"March 31, 2019",Los Angeles Dodgers,Arizona Diamondbacks,8,7,Los Angeles Dodgers,Dodger Stadium
TEX201903310,"March 31, 2019",Texas Rangers,Chicago Cubs,11,10,Texas Rangers,Globe Life Park in Arlington
SDN201903310,"March 31, 2019",San Diego Padres,San Francisco Giants,3,1,San Diego Padres,Petco Park
NYA201903310,"March 31, 2019",New York Yankees,Baltimore Orioles,5,7,Baltimore Orioles,Yankee Stadium III
ATL201904010,"April  1, 2019",Atlanta Braves,Chicago Cubs,8,0,Atlanta Braves,SunTrust Park
OAK201903310,"March 31, 2019",Oakland Athletics,Los Angeles Angels,2,1,Oakland Athletics,Oakland-Alameda County Coliseum
CIN201904010,"April  1, 2019",Cincinnati Reds,Milwaukee Brewers,3,4,Milwaukee Brewers,Great American Ball Park
TBA201903310,"March 31, 2019",Tampa Bay Rays,Houston Astros,3,1,Tampa Bay Rays,Tropicana Field
SEA201903310,"March 31, 2019",Seattle Mariners,Boston Red Sox,10,8,Seattle Mariners,T-Mobile Park
WAS201903310,"March 31, 2019",Washington Nationals,New York Mets,6,5,Washington Nationals,Nationals Park
TOR201903310,"March 31, 2019",Toronto Blue Jays,Detroit Tigers,3,4,Detroit Tigers,Rogers Centre
PHI201903310,"March 31, 2019",Philadelphia Phillies,Atlanta Braves,5,1,Philadelphia Phillies,Citizens Bank Park
CLE201904010,"April  1, 2019",Cleveland Indians,Chicago White Sox,5,3,Cleveland Indians,Progressive Field
PIT201904010,"April  1, 2019",Pittsburgh Pirates,St. Louis Cardinals,5,6,St. Louis Cardinals,PNC Park
NYA201904010,"April  1, 2019",New York Yankees,Detroit Tigers,3,1,New York Yankees,Yankee Stadium III
LAN201904010,"April  1, 2019",Los Angeles Dodgers,San Francisco Giants,2,4,San Francisco Giants,Dodger Stadium
OAK201904010,"April  1, 2019",Oakland Athletics,Boston Red Sox,7,0,Oakland Athletics,Oakland-Alameda County Coliseum
TEX201904010,"April  1, 2019",Texas Rangers,Houston Astros,1,2,Houston Astros,Globe Life Park in Arlington
MIA201904010,"April  1, 2019",Miami Marlins,New York Mets,3,7,New York Mets,Marlins Park
TBA201904010,"April  1, 2019",Tampa Bay Rays,Colorado Rockies,7,1,Tampa Bay Rays,Tropicana Field
MIA201904020,"April  2, 2019",Miami Marlins,New York Mets,5,6,New York Mets,Marlins Park
SEA201904010,"April  1, 2019",Seattle Mariners,Los Angeles Angels,6,3,Seattle Mariners,T-Mobile Park
TOR201904010,"April  1, 2019",Toronto Blue Jays,Baltimore Orioles,5,6,Baltimore Orioles,Rogers Centre
SDN201904010,"April  1, 2019",San Diego Padres,Arizona Diamondbacks,3,10,Arizona Diamondbacks,Petco Park
KCA201904020,"April  2, 2019",Kansas City Royals,Minnesota Twins,4,5,Minnesota Twins,Kauffman Stadium
CIN201904020,"April  2, 2019",Cincinnati Reds,Milwaukee Brewers,3,4,Milwaukee Brewers,Great American Ball Park
OAK201904020,"April  2, 2019",Oakland Athletics,Boston Red Sox,1,0,Oakland Athletics,Oakland-Alameda County Coliseum
LAN201904020,"April  2, 2019",Los Angeles Dodgers,San Francisco Giants,6,5,Los Angeles Dodgers,Dodger Stadium
NYA201904020,"April  2, 2019",New York Yankees,Detroit Tigers,1,3,Detroit Tigers,Yankee Stadium III
WAS201904020,"April  2, 2019",Washington Nationals,Philadelphia Phillies,2,8,Philadelphia Phillies,Nationals Park
CIN201904030,"April  3, 2019",Cincinnati Reds,Milwaukee Brewers,0,1,Milwaukee Brewers,Great American Ball Park
SDN201904020,"April  2, 2019",San Diego Padres,Arizona Diamondbacks,5,8,Arizona Diamondbacks,Petco Park
SEA201904020,"April  2, 2019",Seattle Mariners,Los Angeles Angels,2,1,Seattle Mariners,T-Mobile Park
TOR201904020,"April  2, 2019",Toronto Blue Jays,Baltimore Orioles,1,2,Baltimore Orioles,Rogers Centre
ATL201904030,"April  3, 2019",Atlanta Braves,Chicago Cubs,6,4,Atlanta Braves,SunTrust Park
CLE201904030,"April  3, 2019",Cleveland Indians,Chicago White Sox,3,8,Chicago White Sox,Progressive Field
TEX201904020,"April  2, 2019",Texas Rangers,Houston Astros,6,4,Texas Rangers,Globe Life Park in Arlington
TOR201903290,"March 29, 2019",Toronto Blue Jays,Detroit Tigers,6,0,Toronto Blue Jays,Rogers Centre
LAN201904030,"April  3, 2019",Los Angeles Dodgers,San Francisco Giants,5,3,Los Angeles Dodgers,Dodger Stadium
MIA201904030,"April  3, 2019",Miami Marlins,New York Mets,4,6,New York Mets,Marlins Park
PIT201904030,"April  3, 2019",Pittsburgh Pirates,St. Louis Cardinals,4,5,St. Louis Cardinals,PNC Park
OAK201904030,"April  3, 2019",Oakland Athletics,Boston Red Sox,3,6,Boston Red Sox,Oakland-Alameda County Coliseum
SDN201904030,"April  3, 2019",San Diego Padres,Arizona Diamondbacks,4,1,San Diego Padres,Petco Park
TBA201904030,"April  3, 2019",Tampa Bay Rays,Colorado Rockies,0,1,Colorado Rockies,Tropicana Field
WAS201904030,"April  3, 2019",Washington Nationals,Philadelphia Phillies,9,8,Washington Nationals,Nationals Park
TEX201904030,"April  3, 2019",Texas Rangers,Houston Astros,4,0,Texas Rangers,Globe Life Park in Arlington
KCA201904030,"April  3, 2019",Kansas City Royals,Minnesota Twins,6,7,Minnesota Twins,Kauffman Stadium
ANA201904040,"April  4, 2019",Los Angeles Angels,Texas Rangers,4,11,Texas Rangers,Angel Stadium of Anaheim
TOR201904030,"April  3, 2019",Toronto Blue Jays,Baltimore Orioles,5,3,Toronto Blue Jays,Rogers Centre
BAL201904040,"April  4, 2019",Baltimore Orioles,New York Yankees,4,8,New York Yankees,Oriole Park at Camden Yards
ATL201904040,"April  4, 2019",Atlanta Braves,Chicago Cubs,9,4,Atlanta Braves,SunTrust Park
NYA201904030,"April  3, 2019",New York Yankees,Detroit Tigers,1,2,Detroit Tigers,Yankee Stadium III
CLE201904040,"April  4, 2019",Cleveland Indians,Toronto Blue Jays,4,1,Cleveland Indians,Progressive Field
ANA201904050,"April  5, 2019",Los Angeles Angels,Texas Rangers,3,1,Los Angeles Angels,Angel Stadium of Anaheim
DET201904040,"April  4, 2019",Detroit Tigers,Kansas City Royals,5,4,Detroit Tigers,Comerica Park
PIT201904040,"April  4, 2019",Pittsburgh Pirates,Cincinnati Reds,2,0,Pittsburgh Pirates,PNC Park
NYN201904040,"April  4, 2019",New York Mets,Washington Nationals,0,4,Washington Nationals,Citi Field
OAK201904040,"April  4, 2019",Oakland Athletics,Boston Red Sox,7,3,Oakland Athletics,Oakland-Alameda County Coliseum
ARI201904050,"April  5, 2019",Arizona Diamondbacks,Boston Red Sox,15,8,Arizona Diamondbacks,Chase Field
ATL201904050,"April  5, 2019",Atlanta Braves,Miami Marlins,4,0,Atlanta Braves,SunTrust Park
CLE201904050,"April  5, 2019",Cleveland Indians,Toronto Blue Jays,3,2,Cleveland Indians,Progressive Field
CHA201904050,"April  5, 2019",Chicago White Sox,Seattle Mariners,10,8,Chicago White Sox,"32,723"
PHI201904050,"April  5, 2019",Philadelphia Phillies,Minnesota Twins,10,4,Philadelphia Phillies,Citizens Bank Park
PIT201904050,"April  5, 2019",Pittsburgh Pirates,Cincinnati Reds,2,0,Pittsburgh Pirates,PNC Park
SFN201904050,"April  5, 2019",San Francisco Giants,Tampa Bay Rays,2,5,Tampa Bay Rays,Oracle Park
MIL201904050,"April  5, 2019",Milwaukee Brewers,Chicago Cubs,13,10,Milwaukee Brewers,Miller Park
HOU201904050,"April  5, 2019",Houston Astros,Oakland Athletics,3,2,Houston Astros,Minute Maid Park
COL201904050,"April  5, 2019",Colorado Rockies,Los Angeles Dodgers,6,10,Los Angeles Dodgers,Coors Field
SLN201904050,"April  5, 2019",St. Louis Cardinals,San Diego Padres,3,5,San Diego Padres,"46,615"
DET201904060,"April  6, 2019",Detroit Tigers,Kansas City Royals,7,4,Detroit Tigers,Comerica Park
HOU201904060,"April  6, 2019",Houston Astros,Oakland Athletics,6,0,Houston Astros,Minute Maid Park
ANA201904060,"April  6, 2019",Los Angeles Angels,Texas Rangers,5,1,Los Angeles Angels,Angel Stadium of Anaheim
ATL201904060,"April  6, 2019",Atlanta Braves,Miami Marlins,2,4,Miami Marlins,SunTrust Park
BAL201904060,"April  6, 2019",Baltimore Orioles,New York Yankees,4,6,New York Yankees,Oriole Park at Camden Yards
CLE201904060,"April  6, 2019",Cleveland Indians,Toronto Blue Jays,7,2,Cleveland Indians,Progressive Field
CHA201904060,"April  6, 2019",Chicago White Sox,Seattle Mariners,2,9,Seattle Mariners,Guaranteed Rate Field
COL201904060,"April  6, 2019",Colorado Rockies,Los Angeles Dodgers,2,7,Los Angeles Dodgers,Coors Field
ARI201904060,"April  6, 2019",Arizona Diamondbacks,Boston Red Sox,5,4,Arizona Diamondbacks,Chase Field
NYN201904060,"April  6, 2019",New York Mets,Washington Nationals,6,5,New York Mets,Citi Field
ANA201904070,"April  7, 2019",Los Angeles Angels,Texas Rangers,7,2,Los Angeles Angels,Angel Stadium of Anaheim
MIL201904060,"April  6, 2019",Milwaukee Brewers,Chicago Cubs,8,14,Chicago Cubs,Miller Park
PHI201904060,"April  6, 2019",Philadelphia Phillies,Minnesota Twins,2,6,Minnesota Twins,Citizens Bank Park
SLN201904060,"April  6, 2019",St. Louis Cardinals,San Diego Padres,4,6,San Diego Padres,Busch Stadium III
SFN201904060,"April  6, 2019",San Francisco Giants,Tampa Bay Rays,6,4,San Francisco Giants,Oracle Park
PIT201904060,"April  6, 2019",Pittsburgh Pirates,Cincinnati Reds,6,5,Pittsburgh Pirates,PNC Park
BAL201904070,"April  7, 2019",Baltimore Orioles,New York Yankees,3,15,New York Yankees,Oriole Park at Camden Yards
TBA201904020,"April  2, 2019",Tampa Bay Rays,Colorado Rockies,4,0,Tampa Bay Rays,Tropicana Field
ARI201904070,"April  7, 2019",Arizona Diamondbacks,Boston Red Sox,0,1,Boston Red Sox,Chase Field
CHA201904070,"April  7, 2019",Chicago White Sox,Seattle Mariners,5,12,Seattle Mariners,Guaranteed Rate Field
CLE201904070,"April  7, 2019",Cleveland Indians,Toronto Blue Jays,3,1,Cleveland Indians,Progressive Field
ATL201904070,"April  7, 2019",Atlanta Braves,Miami Marlins,4,3,Atlanta Braves,SunTrust Park
HOU201904070,"April  7, 2019",Houston Astros,Oakland Athletics,9,8,Houston Astros,Minute Maid Park
DET201904070,"April  7, 2019",Detroit Tigers,Kansas City Royals,3,1,Detroit Tigers,Comerica Park
COL201904070,"April  7, 2019",Colorado Rockies,Los Angeles Dodgers,6,12,Los Angeles Dodgers,Coors Field
SLN201904070,"April  7, 2019",St. Louis Cardinals,San Diego Padres,4,1,St. Louis Cardinals,Busch Stadium III
ANA201904080,"April  8, 2019",Los Angeles Angels,Milwaukee Brewers,5,2,Los Angeles Angels,Angel Stadium of Anaheim
NYN201904070,"April  7, 2019",New York Mets,Washington Nationals,9,12,Washington Nationals,Citi Field
PHI201904070,"April  7, 2019",Philadelphia Phillies,Minnesota Twins,2,1,Philadelphia Phillies,Citizens Bank Park
MIL201904070,"April  7, 2019",Milwaukee Brewers,Chicago Cubs,4,2,Milwaukee Brewers,Miller Park
BAL201904080,"April  8, 2019",Baltimore Orioles,Oakland Athletics,12,4,Baltimore Orioles,Oriole Park at Camden Yards
PIT201904070,"April  7, 2019",Pittsburgh Pirates,Cincinnati Reds,7,5,Pittsburgh Pirates,PNC Park
CHA201904080,"April  8, 2019",Chicago White Sox,Tampa Bay Rays,1,5,Tampa Bay Rays,Guaranteed Rate Field
SFN201904080,"April  8, 2019",San Francisco Giants,San Diego Padres,5,6,San Diego Padres,Oracle Park
PHI201904080,"April  8, 2019",Philadelphia Phillies,Washington Nationals,4,3,Philadelphia Phillies,Citizens Bank Park
CHN201904080,"April  8, 2019",Chicago Cubs,Pittsburgh Pirates,10,0,Chicago Cubs,Wrigley Field
COL201904080,"April  8, 2019",Colorado Rockies,Atlanta Braves,6,8,Atlanta Braves,Coors Field
KCA201904080,"April  8, 2019",Kansas City Royals,Seattle Mariners,5,13,Seattle Mariners,Kauffman Stadium
SFN201904070,"April  7, 2019",San Francisco Giants,Tampa Bay Rays,0,3,Tampa Bay Rays,Oracle Park
HOU201904080,"April  8, 2019",Houston Astros,New York Yankees,4,3,Houston Astros,Minute Maid Park
ARI201904090,"April  9, 2019",Arizona Diamondbacks,Texas Rangers,5,4,Arizona Diamondbacks,Chase Field
CHA201904090,"April  9, 2019",Chicago White Sox,Tampa Bay Rays,5,10,Tampa Bay Rays,Guaranteed Rate Field
BAL201904090,"April  9, 2019",Baltimore Orioles,Oakland Athletics,2,13,Oakland Athletics,Oriole Park at Camden Yards
BOS201904090,"April  9, 2019",Boston Red Sox,Toronto Blue Jays,5,7,Toronto Blue Jays,Fenway Park
SLN201904080,"April  8, 2019",St. Louis Cardinals,Los Angeles Dodgers,4,3,St. Louis Cardinals,Busch Stadium III
ANA201904090,"April  9, 2019",Los Angeles Angels,Milwaukee Brewers,11,8,Los Angeles Angels,Angel Stadium of Anaheim
COL201904090,"April  9, 2019",Colorado Rockies,Atlanta Braves,1,7,Atlanta Braves,Coors Field
DET201904090,"April  9, 2019",Detroit Tigers,Cleveland Indians,2,8,Cleveland Indians,Comerica Park
KCA201904090,"April  9, 2019",Kansas City Royals,Seattle Mariners,3,6,Seattle Mariners,Kauffman Stadium
SLN201904090,"April  9, 2019",St. Louis Cardinals,Los Angeles Dodgers,4,0,St. Louis Cardinals,Busch Stadium III
CIN201904090,"April  9, 2019",Cincinnati Reds,Miami Marlins,14,0,Cincinnati Reds,Great American Ball Park
PHI201904090,"April  9, 2019",Philadelphia Phillies,Washington Nationals,6,10,Washington Nationals,Citizens Bank Park
SFN201904090,"April  9, 2019",San Francisco Giants,San Diego Padres,7,2,San Francisco Giants,Oracle Park
BAL201904100,"April 10, 2019",Baltimore Orioles,Oakland Athletics,3,10,Oakland Athletics,Oriole Park at Camden Yards
ARI201904100,"April 10, 2019",Arizona Diamondbacks,Texas Rangers,2,5,Texas Rangers,Chase Field
HOU201904090,"April  9, 2019",Houston Astros,New York Yankees,6,3,Houston Astros,Minute Maid Park
NYN201904090,"April  9, 2019",New York Mets,Minnesota Twins,8,14,Minnesota Twins,Citi Field
CHN201904100,"April 10, 2019",Chicago Cubs,Pittsburgh Pirates,2,5,Pittsburgh Pirates,Wrigley Field
NYN201904100,"April 10, 2019",New York Mets,Minnesota Twins,9,6,New York Mets,Citi Field
CIN201904100,"April 10, 2019",Cincinnati Reds,Miami Marlins,2,1,Cincinnati Reds,Great American Ball Park
DET201904100,"April 10, 2019",Detroit Tigers,Cleveland Indians,4,1,Detroit Tigers,Comerica Park
ANA201904100,"April 10, 2019",Los Angeles Angels,Milwaukee Brewers,4,2,Los Angeles Angels,Angel Stadium of Anaheim
HOU201904100,"April 10, 2019",Houston Astros,New York Yankees,8,6,Houston Astros,Minute Maid Park
CHA201904100,"April 10, 2019",Chicago White Sox,Tampa Bay Rays,1,9,Tampa Bay Rays,Guaranteed Rate Field
PHI201904100,"April 10, 2019",Philadelphia Phillies,Washington Nationals,1,15,Washington Nationals,Citizens Bank Park
ARI201904110,"April 11, 2019",Arizona Diamondbacks,San Diego Padres,6,7,San Diego Padres,Chase Field
KCA201904100,"April 10, 2019",Kansas City Royals,Seattle Mariners,5,6,Seattle Mariners,Kauffman Stadium
BAL201904110,"April 11, 2019",Baltimore Orioles,Oakland Athletics,5,8,Oakland Athletics,Oriole Park at Camden Yards
SFN201904100,"April 10, 2019",San Francisco Giants,San Diego Padres,1,3,San Diego Padres,Oracle Park
ATL201904110,"April 11, 2019",Atlanta Braves,New York Mets,3,6,New York Mets,SunTrust Park
BOS201904110,"April 11, 2019",Boston Red Sox,Toronto Blue Jays,7,6,Boston Red Sox,Fenway Park
CHN201904110,"April 11, 2019",Chicago Cubs,Pittsburgh Pirates,2,0,Chicago Cubs,Wrigley Field
ATL201904120,"April 12, 2019",Atlanta Braves,New York Mets,2,6,New York Mets,SunTrust Park
SLN201904110,"April 11, 2019",St. Louis Cardinals,Los Angeles Dodgers,11,7,St. Louis Cardinals,Busch Stadium III
ARI201904120,"April 12, 2019",Arizona Diamondbacks,San Diego Padres,1,2,San Diego Padres,Chase Field
CIN201904110,"April 11, 2019",Cincinnati Reds,Miami Marlins,5,0,Cincinnati Reds,Great American Ball Park
SLN201904100,"April 10, 2019",St. Louis Cardinals,Los Angeles Dodgers,7,2,St. Louis Cardinals,Busch Stadium III
DET201904110,"April 11, 2019",Detroit Tigers,Cleveland Indians,0,4,Cleveland Indians,Comerica Park
KCA201904110,"April 11, 2019",Kansas City Royals,Seattle Mariners,6,7,Seattle Mariners,Kauffman Stadium
SFN201904110,"April 11, 2019",San Francisco Giants,Colorado Rockies,1,0,San Francisco Giants,Oracle Park
MIA201904120,"April 12, 2019",Miami Marlins,Philadelphia Phillies,1,9,Philadelphia Phillies,Marlins Park
KCA201904120,"April 12, 2019",Kansas City Royals,Cleveland Indians,8,1,Kansas City Royals,Kauffman Stadium
NYA201904120,"April 12, 2019",New York Yankees,Chicago White Sox,6,9,Chicago White Sox,Yankee Stadium III
BOS201904120,"April 12, 2019",Boston Red Sox,Baltimore Orioles,6,4,Boston Red Sox,Fenway Park
TOR201904120,"April 12, 2019",Toronto Blue Jays,Tampa Bay Rays,7,11,Tampa Bay Rays,Rogers Centre
TEX201904120,"April 12, 2019",Texas Rangers,Oakland Athletics,6,8,Oakland Athletics,Globe Life Park in Arlington
SEA201904120,"April 12, 2019",Seattle Mariners,Houston Astros,6,10,Houston Astros,T-Mobile Park
LAN201904120,"April 12, 2019",Los Angeles Dodgers,Milwaukee Brewers,5,8,Milwaukee Brewers,Dodger Stadium
CHN201904120,"April 12, 2019",Chicago Cubs,Los Angeles Angels,5,1,Chicago Cubs,Wrigley Field
BOS201904130,"April 13, 2019",Boston Red Sox,Baltimore Orioles,5,9,Baltimore Orioles,Fenway Park
SFN201904120,"April 12, 2019",San Francisco Giants,Colorado Rockies,3,2,San Francisco Giants,Oracle Park
LAN201904130,"April 13, 2019",Los Angeles Dodgers,Milwaukee Brewers,1,4,Milwaukee Brewers,Dodger Stadium
WAS201904120,"April 12, 2019",Washington Nationals,Pittsburgh Pirates,3,6,Pittsburgh Pirates,Nationals Park
ATL201904130,"April 13, 2019",Atlanta Braves,New York Mets,11,7,Atlanta Braves,SunTrust Park
CIN201904130,"April 13, 2019",Cincinnati Reds,St. Louis Cardinals,5,2,Cincinnati Reds,Estadio de Beisbol Monterrey
MIA201904130,"April 13, 2019",Miami Marlins,Philadelphia Phillies,10,3,Miami Marlins,Marlins Park
CHN201904130,"April 13, 2019",Chicago Cubs,Los Angeles Angels,5,6,Los Angeles Angels,Wrigley Field
KCA201904130,"April 13, 2019",Kansas City Royals,Cleveland Indians,3,0,Kansas City Royals,Kauffman Stadium
NYA201904130,"April 13, 2019",New York Yankees,Chicago White Sox,4,0,New York Yankees,Yankee Stadium III
MIN201904130,"April 13, 2019",Minnesota Twins,Detroit Tigers,4,3,Minnesota Twins,Target Field
TOR201904130,"April 13, 2019",Toronto Blue Jays,Tampa Bay Rays,3,1,Toronto Blue Jays,Rogers Centre
SEA201904130,"April 13, 2019",Seattle Mariners,Houston Astros,1,3,Houston Astros,T-Mobile Park
KCA201904140,"April 14, 2019",Kansas City Royals,Cleveland Indians,9,8,Kansas City Royals,Kauffman Stadium
LAN201904140,"April 14, 2019",Los Angeles Dodgers,Milwaukee Brewers,7,1,Los Angeles Dodgers,Dodger Stadium
BOS201904140,"April 14, 2019",Boston Red Sox,Baltimore Orioles,4,0,Boston Red Sox,Fenway Park
CIN201904140,"April 14, 2019",Cincinnati Reds,St. Louis Cardinals,5,9,St. Louis Cardinals,Estadio de Beisbol Monterrey
SFN201904130,"April 13, 2019",San Francisco Giants,Colorado Rockies,5,2,San Francisco Giants,Oracle Park
ARI201904140,"April 14, 2019",Arizona Diamondbacks,San Diego Padres,8,4,Arizona Diamondbacks,Chase Field
MIA201904140,"April 14, 2019",Miami Marlins,Philadelphia Phillies,1,3,Philadelphia Phillies,Marlins Park
ARI201904130,"April 13, 2019",Arizona Diamondbacks,San Diego Padres,4,5,San Diego Padres,Chase Field
MIN201904140,"April 14, 2019",Minnesota Twins,Detroit Tigers,6,4,Minnesota Twins,Target Field
ATL201904140,"April 14, 2019",Atlanta Braves,New York Mets,7,3,Atlanta Braves,SunTrust Park
SEA201904140,"April 14, 2019",Seattle Mariners,Houston Astros,2,3,Houston Astros,T-Mobile Park
WAS201904140,"April 14, 2019",Washington Nationals,Pittsburgh Pirates,3,4,Pittsburgh Pirates,Nationals Park
WAS201904130,"April 13, 2019",Washington Nationals,Pittsburgh Pirates,3,2,Washington Nationals,Nationals Park
TOR201904140,"April 14, 2019",Toronto Blue Jays,Tampa Bay Rays,4,8,Tampa Bay Rays,Rogers Centre
MIN201904150,"April 15, 2019",Minnesota Twins,Toronto Blue Jays,3,5,Toronto Blue Jays,Target Field
BOS201904150,"April 15, 2019",Boston Red Sox,Baltimore Orioles,1,8,Baltimore Orioles,Fenway Park
CHA201904150,"April 15, 2019",Chicago White Sox,Kansas City Royals,5,4,Chicago White Sox,Guaranteed Rate Field
LAN201904150,"April 15, 2019",Los Angeles Dodgers,Cincinnati Reds,4,3,Los Angeles Dodgers,Dodger Stadium
MIA201904150,"April 15, 2019",Miami Marlins,Chicago Cubs,2,7,Chicago Cubs,Marlins Park
SFN201904140,"April 14, 2019",San Francisco Giants,Colorado Rockies,0,4,Colorado Rockies,Oracle Park
TEX201904140,"April 14, 2019",Texas Rangers,Oakland Athletics,8,7,Texas Rangers,Globe Life Park in Arlington
NYA201904140,"April 14, 2019",New York Yankees,Chicago White Sox,2,5,Chicago White Sox,Yankee Stadium III
PHI201904150,"April 15, 2019",Philadelphia Phillies,New York Mets,6,7,New York Mets,Citizens Bank Park
ATL201904160,"April 16, 2019",Atlanta Braves,Arizona Diamondbacks,6,9,Arizona Diamondbacks,SunTrust Park
CHA201904160,"April 16, 2019",Chicago White Sox,Kansas City Royals,5,1,Chicago White Sox,Guaranteed Rate Field
MIA201904160,"April 16, 2019",Miami Marlins,Chicago Cubs,0,4,Chicago Cubs,Marlins Park
LAN201904160,"April 16, 2019",Los Angeles Dodgers,Cincinnati Reds,6,1,Los Angeles Dodgers,Dodger Stadium
MIL201904160,"April 16, 2019",Milwaukee Brewers,St. Louis Cardinals,8,4,Milwaukee Brewers,Miller Park
TEX201904150,"April 15, 2019",Texas Rangers,Los Angeles Angels,12,7,Texas Rangers,Globe Life Park in Arlington
MIL201904150,"April 15, 2019",Milwaukee Brewers,St. Louis Cardinals,10,7,Milwaukee Brewers,Miller Park
